Price,Close,High,Low,Open,Volume
Ticker,ORCL,ORCL,ORCL,ORCL,ORCL
Date,,,,,
2020-01-02,49.64269256591797,49.65189263255428,48.98017544374947,49.016982730566845,13899600
2020-01-03,49.46784973144531,49.73469724184678,48.72252162946686,48.75932890886059,11026700
2020-01-06,49.725502014160156,49.8727276359212,49.09058866833037,49.099792244141774,10982400
2020-01-07,49.8359260559082,49.99235527138159,49.32983814257404,49.58748213260537,12015400
2020-01-08,50.030025482177734,50.464423814618954,49.63259474504885,49.854414419963476,11856700
2020-01-09,50.26108169555664,50.64926782771399,49.937589726332575,50.14092733408715,10671000
2020-01-10,50.32578659057617,50.51063866720818,50.113207936465415,50.41821086601212,9734800
2020-01-13,50.44594192504883,50.64003502259786,50.24260428432498,50.33502856151209,10858900
2020-01-14,50.72321701049805,51.0004933608669,50.37199841962545,50.39048397975138,12627200
2020-01-15,50.61228942871094,51.000479030761966,50.538350734742565,50.72320275830214,9090800
2020-01-16,51.2315559387207,51.25004149825666,50.769427527601636,50.81563966356154,9866000
2020-01-17,50.95427703857422,51.47185857655126,50.6954827438259,51.41640542648789,11166600
2020-01-21,51.03746032714844,51.16685571173833,50.760180473587475,50.815637149451625,8773000
2020-01-22,50.5753288269043,51.434887858229594,50.46441548200069,51.21306469418195,6380500
2020-01-23,50.81563949584961,50.83412505532456,50.168659017266215,50.28881339097341,6583200
2020-01-24,49.97456359863281,51.01897474277516,49.798956080458,50.88957935825058,6426000
2020-01-27,48.6990966796875,49.466231628792634,48.64364352002427,49.15198412957951,8259100
2020-01-28,49.41077423095703,49.61411188215153,48.67136939810477,48.85622148775792,8620300
2020-01-29,49.17045974731445,49.854407767084524,49.15197418924504,49.70652682828886,6332500
2020-01-30,49.27212905883789,49.29061461709678,48.32014220018356,48.819241695894405,7176200
2020-01-31,48.477272033691406,49.4384999948725,48.329391080106625,49.29986005836675,8884700
2020-02-03,49.06878662109375,49.364548472647996,48.69908254377125,48.73605365665537,8892500
2020-02-04,49.94682693481445,50.42744078436906,49.67879167771992,49.67879167771992,9769800
2020-02-05,50.59381866455078,50.86185045634398,50.445937717928366,50.529117445003585,9612900
2020-02-06,50.56608200073242,51.15760571045528,50.56608200073242,50.83411728350041,8832000
2020-02-07,50.5753288269043,50.80639300681412,50.085470367978964,50.15941259791471,7864800
2020-02-10,50.82488250732422,50.898821217236595,50.32578299381626,50.57533275057024,7198200
2020-02-11,50.97277069091797,51.33323032660483,50.93579956783205,50.99125272670058,8466600
2020-02-12,51.50883483886719,51.65671579674066,51.065191965246754,51.3424683205395,7541100
2020-02-13,51.120643615722656,51.42564651880068,50.843363761957434,51.120643615722656,8480100
2020-02-14,51.26853561401367,51.61050970810115,51.05595693251278,51.18535234509936,7496800
2020-02-18,51.25003433227539,51.53655165062085,50.926542374267974,51.2223042339688,7185700
2020-02-19,51.24079513549805,51.54580156836737,51.19458300117962,51.37943506421317,6819200
2020-02-20,51.30549240112305,51.6382254066585,50.723213167195816,51.20382711677372,6114600
2020-02-21,50.538368225097656,51.14837764592541,50.3165450149056,50.9080724001643,9078600
2020-02-24,48.66211700439453,49.47546036751528,48.53271810385486,49.07802970168512,10992500
2020-02-25,47.100128173828125,49.18895062677072,46.95224721903432,49.05031068913149,12202600
2020-02-26,48.10755157470703,49.114991331204166,47.35890604355224,47.42360371844811,16413100
2020-02-27,46.93376159667969,49.410770230508774,46.915276036634985,47.026189396903206,16161100
2020-02-28,45.7137336730957,46.11116431996214,44.27189553633314,45.51039960489753,24426000
2020-03-02,47.044677734375,47.044677734375,44.98358173970835,45.96329532535759,17328500
2020-03-03,45.14993667602539,47.91346565577557,44.595384087315885,46.78587139620562,21830500
2020-03-04,46.71193313598633,46.758145264520444,45.13145507010754,46.07419377463357,14813700
2020-03-05,44.36432647705078,45.91707818580835,44.133262276649475,45.50116191993402,15843000
2020-03-06,43.782047271728516,44.64160644931003,42.94097365477631,43.04264247535737,24581400
2020-03-09,42.525054931640625,43.9668968467182,41.277309629229634,41.5453449544397,25949300
2020-03-10,44.900394439697266,45.20539733266328,42.663691279654536,43.8559833288846,27067700
2020-03-11,41.332759857177734,43.88370674260253,40.91684364603255,43.26445645937702,24139200
2020-03-12,36.785423278808594,40.11275017673352,36.702240018216465,38.005442083653,24123800
2020-03-13,44.29962921142578,44.35508588933198,40.13122902144762,41.0832159338245,28339400
2020-03-16,39.48424530029297,43.96688865203143,38.13482790884339,39.290148723802716,27493700
2020-03-17,43.3106689453125,44.09628571947334,38.504533464612315,40.31607572613671,25588900
2020-03-18,43.68962097167969,44.17947596551712,39.33637212918319,40.362294253411775,29557000
2020-03-19,41.656246185302734,44.33659183246807,41.47139415347077,42.950206882367226,20159100
2020-03-20,42.19232177734375,43.162790653470935,41.13866612745972,41.610039041363564,26340800
2020-03-23,40.8429069519043,42.96870042444047,40.565630615500424,41.59155623337868,23063700
2020-03-24,44.216434478759766,44.37355640339824,41.868821943241635,41.89655203787591,19323700
2020-03-25,42.46035385131836,45.04827557348592,42.03519659224444,43.532491540934174,25625800
2020-03-26,46.65647888183594,46.89678760386988,42.69141670011209,42.8670277336968,22417900
2020-03-27,46.05571746826172,47.6916488814136,44.88191092364958,45.37176589336399,20025300
2020-03-30,46.545570373535156,47.68240574999878,45.83389225478775,46.582541489621704,20611900
2020-03-31,44.66932678222656,47.3034568949128,44.364320387200046,47.248000225155415,15802000
2020-04-01,45.020545959472656,45.27934024993905,42.55278210120915,43.02415149774766,17918200
2020-04-02,46.02798080444336,46.111164044587454,44.45674378269888,44.5306860076089,16434400
2020-04-03,45.65828323364258,46.2590479842834,45.242367005808426,45.565855446479674,13362500
2020-04-06,47.58998489379883,47.9504444870585,46.53632916443064,46.5825448257285,13845800
2020-04-07,46.91527557373047,48.36636205396145,46.86906343695471,48.19999554096071,14063000
2020-04-08,48.41039276123047,48.92114815234753,47.24958344391491,47.34244677229659,15710700
2020-04-09,49.38547897338867,49.79408263647556,48.3175328310467,48.51255151667648,15521200
2020-04-13,49.190460205078125,49.34832858287179,48.661131402755984,48.93972494989777,12694800
2020-04-14,50.146968841552734,50.239832181662976,49.636213385927675,49.877660195719926,11674600
2020-04-15,49.366905212402344,49.6362138608117,49.041879976397524,49.413336882901696,10398100
2020-04-16,49.868377685546875,50.02624607985548,49.28332869558949,49.35762220527085,14098300
2020-04-17,50.72272491455078,50.81559178906107,50.119106171524635,50.629861582549545,13608800
2020-04-20,50.063385009765625,50.68558065731421,49.961233221174886,50.19339508887784,10358900
2020-04-21,47.648902893066406,49.534056120875725,47.47245760681224,49.431904332519935,14111700
2020-04-22,48.54041290283203,48.828294948521894,48.076089079628176,48.31753590898994,9668300
2020-04-23,48.26181411743164,49.20903503981013,47.77891696822834,48.503260920778665,10330200
2020-04-24,49.227603912353516,49.26475066368461,48.25252471622207,48.67041681242388,9403500
2020-04-27,49.561920166015625,49.812655436772324,49.27404168450596,49.55263524895472,9123200
2020-04-28,49.404052734375,50.28626865762462,49.339047686162765,50.05410675900679,8350500
2020-04-29,50.03553009033203,50.406986978177876,49.85908479178424,50.10053513426779,9064100
2020-04-30,49.190460205078125,49.77550559132314,49.032588284775315,49.65478396448416,11808800
2020-05-01,48.094661712646484,48.69828054795534,47.64891127437684,48.64256395724013,8702400
2020-05-04,48.05751419067383,48.094660945564556,47.45389182248281,48.0203674357831,7567900
2020-05-05,48.336090087890625,49.08829565800776,48.280373518442985,48.49396196717812,7271800
2020-05-06,48.159664154052734,48.7539980395428,48.011080682680216,48.688992992224165,7050000
2020-05-07,48.846858978271484,49.14402590640094,48.540407133485765,48.661132305072485,7154700
2020-05-08,49.747650146484375,49.942665286393684,49.00473279741843,49.39476307723704,8130800
2020-05-11,49.71050262451172,49.98909972579796,49.27404068134792,49.339045726978895,8138600
2020-05-12,48.54041290283203,49.989104506531525,48.52183952480272,49.96124266823274,8598800
2020-05-13,47.964637756347656,48.74470168362494,47.621035681142125,48.68898156649494,10274300
2020-05-14,49.134742736816406,49.24617945319998,47.23101592876263,47.491036114494065,13794000
2020-05-15,49.14402770996094,50.137683869090154,48.77257080742146,48.939727653442496,39055700
2020-05-18,49.35762023925781,50.10053759393192,49.28332673253571,50.06339084057087,9901900
2020-05-19,48.605411529541016,49.450480634362144,48.586838153966916,49.38547559110737,9805100
2020-05-20,49.125457763671875,49.46905637192554,48.89329587167439,49.301899526286604,9115900
