Price,Close,High,Low,Open,Volume
Ticker,WFC,WFC,WFC,WFC,WFC
Date,,,,,
2020-01-02,46.82196044921875,47.074582056605884,46.61289348927608,46.90906974410768,16803100
2020-01-03,46.53450393676758,46.70872588752333,46.08153151701286,46.26446306995311,15608800
2020-01-06,46.2557487487793,46.3428613830318,45.924730707641416,45.94215323449192,13200300
2020-01-07,45.87245178222656,46.212182664273364,45.706942802590184,46.212182664273364,13278600
2020-01-08,46.011844635009766,46.456110806750374,45.994422106411356,46.02926716360818,16585600
2020-01-09,45.93343734741211,46.34285839447815,45.71566076033562,46.34285839447815,20817400
2020-01-10,45.73307800292969,46.08152183120228,45.7156554792154,45.98569961227699,13777600
2020-01-13,45.39336013793945,45.7330911404444,45.14945138188617,45.7330911404444,25197600
2020-01-14,42.945533752441406,44.19992877086002,42.90197910830328,43.755662760834646,56668300
2020-01-15,42.09185791015625,42.54483360385745,41.79568162285189,42.536124002616276,47148000
2020-01-16,42.9019889831543,42.9629661635842,41.67372912691219,42.21381414915154,37020200
2020-01-17,42.84101104736328,43.05007471286334,42.27479058420378,43.00652005946808,29669200
2020-01-21,42.63193893432617,43.45078094095995,42.509984590276034,42.76260620181227,30858300
2020-01-22,42.300926208496094,42.76261151779597,42.06572709158661,42.71034393970262,20367700
2020-01-23,42.00475311279297,42.205107192907434,41.79568610749548,42.15283961083123,17297900
2020-01-24,41.43852615356445,41.996033650229364,41.0987952304722,41.97861112558274,21239600
2020-01-27,41.02910614013672,41.30785989531928,40.71551065781149,40.84617461136195,18156200
2020-01-28,41.26430892944336,41.63017534267523,41.185909221108474,41.386263292851595,16673300
2020-01-29,41.17720031738281,41.725998285030926,41.168487392416125,41.30786428481802,16166300
2020-01-30,41.73470687866211,41.76955193167252,40.97684525222503,41.09008668999813,14760200
2020-01-31,40.88972473144531,41.33399076410444,40.72421574608581,41.30785531788498,23080400
2020-02-03,41.04652786254883,41.56919363555059,40.968128162748904,41.15106301095327,15471100
2020-02-04,41.168495178222656,41.67373858561093,41.15978557461604,41.5517841970711,14973300
2020-02-05,42.083152770996094,42.16155248250724,41.62146410409387,41.725999268113604,20141800
2020-02-06,42.241607666015625,42.69941624318465,42.127154682108184,42.64659101404411,18259200
2020-02-07,42.118370056152344,42.25923403526474,41.80142526353391,42.021525440800914,13174600
2020-02-10,42.05673599243164,42.13597217874933,41.74859377521321,41.96869391959994,18124800
2020-02-11,42.25042724609375,42.55856611981528,42.2064045283091,42.32966343625955,13686100
2020-02-12,42.074337005615234,42.690617973179165,42.047922709181485,42.45290945604189,16668100
2020-02-13,42.36487579345703,42.417701038330975,41.86304772177069,41.92467549489275,12530000
2020-02-14,42.452919006347656,42.540957725036,42.03912963989639,42.38248534462751,15526400
2020-02-18,41.37002944946289,42.36487980021604,40.96504258405023,42.232821713234095,22423800
2020-02-19,41.458065032958984,41.68696771479495,41.36122042809929,41.59892899681077,15602500
2020-02-20,41.67816162109375,41.7397893901032,41.09709740010356,41.378825303707195,15965500
2020-02-21,41.9951057434082,42.12716380717319,41.46686341296382,41.801416553065785,21729100
2020-02-24,40.84177780151367,41.33480328022488,40.72732479854367,41.009056042422436,23075900
2020-02-25,39.72367477416992,41.0882950545506,39.58281081022989,40.753745239231655,31110100
2020-02-26,38.86088180541992,40.190288587327245,38.852079277175086,40.04061873947105,27372600
2020-02-27,37.39061737060547,39.019357259794496,37.35540053792434,38.13895659353837,41180000
2020-02-28,35.96437072753906,36.8623799313463,34.995931207325114,36.36935764111191,71703000
2020-03-02,37.20573043823242,37.223338854459385,34.740609260311096,36.07881866740256,44231200
2020-03-03,35.682640075683594,37.76919219835147,35.242439716068596,37.02965545985978,45091000
2020-03-04,36.44858932495117,36.475000270519814,35.18081020226359,36.10523024024858,33881500
2020-03-05,34.24758529663086,35.22482715902172,33.95705148136684,35.21602463058728,45037900
2020-03-06,32.65406799316406,33.17350463428896,31.984964818078087,32.57483178151915,56766500
2020-03-09,28.59541130065918,30.356212513939635,28.366508620655907,29.687109530616247,53277200
2020-03-10,30.88445281982422,30.88445281982422,28.419328599938225,30.488271901738145,40078700
2020-03-11,28.463354110717773,30.171330131717664,28.18162281803862,29.977640917520088,44769500
2020-03-12,23.946897506713867,27.169163637676082,23.876465524368335,26.244741980256187,68447600
2020-03-13,27.195575714111328,27.961525023344436,24.448726609010578,26.544079430475495,78365700
2020-03-16,23.33061408996582,25.73410713848277,23.154533311934156,23.18975013923279,57466700
2020-03-17,26.08626937866211,26.9578674617295,22.793571293313974,24.325468155744545,58112800
2020-03-18,24.756866455078125,25.434773663979495,23.682776611743577,24.38709812329968,51904100
2020-03-19,24.906532287597656,25.6284604676618,23.145731193107242,24.35187900246394,53123500
2020-03-20,23.33061408996582,25.311515286283672,23.048886188499758,25.249887517741815,73915800
2020-03-23,22.23011016845703,23.65635955971055,22.10685464943123,23.119314776702975,47064100
2020-03-24,25.461185455322266,25.68128560563479,23.180947763746023,23.735599403672,48630300
2020-03-25,25.505199432373047,26.676131917812445,24.44871994131712,25.53161204936089,53341100
2020-03-26,27.20438003540039,27.635776156931854,25.602051104217516,25.822151269033427,45494700
2020-03-27,26.658527374267578,27.547732068425255,25.602046117248577,26.429623045939106,38942800
2020-03-30,26.34158706665039,26.83461095207099,25.434773808067572,26.72896381623919,41232800
2020-03-31,25.267498016357422,26.191917979225984,24.792080883980983,25.892581639410643,36920300
2020-04-01,23.392240524291992,24.096561917015748,23.066493286512927,23.788421412651022,48497400
2020-04-02,23.964502334594727,24.237427713777794,23.224965739240137,23.304201922973185,33113500
2020-04-03,23.09290885925293,24.08776254328844,22.811180917334163,23.770817769014332,32735800
2020-04-06,25.205862045288086,25.381942792314877,24.122969984995542,24.131774190269926,36056100
2020-04-07,25.32912826538086,27.09873385456166,25.276303014911424,27.072321229326946,39229900
2020-04-08,26.658527374267578,26.83460646428363,25.2498862579858,25.83095044557705,42213700
2020-04-09,29.229297637939453,29.85438119474111,27.380456228927077,27.398064642163078,62462000
2020-04-13,27.670991897583008,29.26451823702444,27.653383482077032,29.24690982151846,36068900
2020-04-14,26.57048988342285,28.613018968828438,26.024640782694398,28.26966327855637,64267100
2020-04-15,25.038589477539062,25.628457851140336,24.844900302211993,25.329121561299058,41883900
2020-04-16,23.67397117614746,24.89772913028799,23.47147944475954,24.89772913028799,52962100
2020-04-17,24.985769271850586,25.337930869086115,24.475136970936205,24.78327752890182,46985000
2020-04-20,24.369489669799805,25.434773624439426,23.700384990515598,24.06134911392497,45441600
2020-04-21,23.629947662353516,23.99091170411366,23.33061138198209,23.682771217939486,41918700
2020-04-22,23.59473419189453,24.28144722901455,23.506695479818024,24.211015251814864,28043300
2020-04-23,23.357025146484375,23.955696057398175,23.26018055712847,23.72679341220708,38331500
2020-04-24,23.700380325317383,24.026129232660086,23.216160746564547,23.594731531813355,35135900
2020-04-27,25.012184143066406,25.161852331571758,23.91168325088914,24.09656827397509,39606100
2020-04-28,25.417165756225586,26.341585703453653,25.170652986657036,26.059857783507226,35188000
2020-04-29,26.412017822265625,26.817001289509548,26.10387727849302,26.500058217519353,38515200
2020-04-30,25.575637817382812,26.068663382845006,25.179458538515743,25.813346392241627,29506100
2020-05-01,24.290254592895508,25.117831691969048,24.017330855680672,25.091419067374964,35197600
